,0
4588,CCOc1ccccc1NC(=O)Nc1ccc2cncc(Br)c2n1
4589,CCOc1ccccc1NC(=O)Nc1nc2ccncc2cc1C#N
4590,COc1ccc(C(=CCNC(=O)c2cc3ccccc3[nH]2)c2ccc(OC)cc2)cc1
4591,CC(C)Oc1ccccc1CNC(=O)Nc1ccc2cnccc2n1
4592,Clc1ccccc1CCCN1CCC(COC(c2ccccc2)c2ccccc2)CC1
4593,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NCCN=C(S)Nc4ccc(F)cc4)cc3)[nH]c2n(CCC)c1=O
4594,O[C@H]1CC[C@@](c2ccccc2)(N2CCCCC2)CC1
4595,CC(=O)Nc1ccc(OP(=O)(Oc2ccc(NC(C)=O)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl
4596,O=C(NCC=C(c1ccccc1)c1ccccc1)Nc1ccc(Cl)cc1
4597,CCOC(=O)C1=NO[C@]2(C(=O)CO)[C@H]1CC1C3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C
4598,Oc1ccc(N/C(S)=N/c2ccccc2)cc1
4599,Nc1ccc(NC(=O)Nc2ccccc2)cc1
4600,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NCCN=C(S)Nc4ccc(Br)cc4)cc3)[nH]c2n(CCC)c1=O
4601,COc1ccc2c(c1)C1(C)N[C@@H]2CC2CCCCC21
4602,CC12NC(C3CCCCC31)[C@H](O)c1ccccc12
4603,CC12N[C@H](Cc3ccccc31)c1ccccc12
4604,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NCCNC(=O)Cc4ccc(N/C(S)=N/c5ccc(N=C=S)cc5)cc4)cc3)[nH]c2n(CCC)c1=O
4605,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NCCNC(=O)Cc4ccc(N)cc4)cc3)[nH]c2n(CCC)c1=O
4606,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NCCNC(=O)Cc4ccc(NC(=O)OC(C)(C)C)cc4)cc3)[nH]c2n(CCC)c1=O
4607,CCOc1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1
4608,O=C(NCCN(c1ccccc1)c1ccccc1)Nc1ccc(Cl)cc1
4609,O=C(O)c1cccc(N/C(S)=N/c2ccccc2)c1
4610,O=C(O)c1ccccc1/N=C(/S)Nc1ccccc1
4611,CCCN(CCN1C(=O)c2ccccc2C1=O)C1COc2cccc(OC)c2C1
4612,COc1ccc(Cn2cnc3c2C(OC)N(C)N(C)C=N3)cc1
4613,CCCCOC1c2c(ncn2Cc2ccc(OC)cc2)N=CN(C)N1C
4614,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NCCNS(=O)(=O)c4ccc(C)cc4)cc3)[nH]c2n(CCC)c1=O
4615,Br.Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)c[nH]2)cc1C(=O)NCCC(=N)N
4616,Br.CCn1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3CC)cn2CC)cc1C(=O)NCCC(=N)N
4617,Br.CCn1cc(NC=O)cc1C(=O)Nc1cc(C(=O)Nc2cc(C(=O)NCCC(=N)N)n(C)c2)n(C)c1
4618,Br.CCn1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cc1C(=O)NCCC(=N)N
4619,CCC(C)[C@H](NC(=O)[C@@H]1CCCN1P(=O)(O)C(Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OC(C)(C)C)C(=O)NCC(C)C
4620,CCC(C)[C@H](NC(=O)[C@@H]1CCCN1[P@](=O)(OC)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OC(C)(C)C)C(=O)NCC(C)C
4621,O=C(NC/C=C/c1ccccc1)Nc1ccc(Cl)cc1
4622,O=C(NCCC=C(c1ccccc1)c1ccccc1)Nc1ccc(Cl)cc1
4623,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1
4624,Br.Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4cc(NC(=O)c5cc(NC=O)cn5C)cn4C)cn3C)cn2C)cc1C(=O)NCCC(=N)N
4625,Br.CN(C)C(=N)CCNC(=O)c1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cn1C
4626,COc1ccccc1CCCN1CCC(COC(c2ccccc2)c2ccccc2)CC1
4627,CCOc1ccccc1NC(=O)Nc1nc2ccncc2cc1C
4628,CC(C)Oc1ccccc1NC(=O)Nc1ccc2cnccc2n1
4629,CN1C(=O)[C@@H](NC(=O)c2cc3ccccc3[nH]2)N=C(c2ccccc2)c2ccccc21
4630,CCCCCN(CCCCC)C(=O)[C@@H](CCC(=O)O)NC(=O)c1ccc(Cl)c(Cl)c1
4631,CCOc1cccc(-n2c(NNC(=O)Nc3cccc(C)c3)nc3ccccc3c2=O)c1
4632,COc1cccc(CCCN2CCC(COC(c3ccccc3)c3ccccc3)CC2)c1
4633,Nc1cccc(NC(=O)Nc2ccccc2)c1
4634,CC(=O)Nc1cccc(O)c1
4635,CCCCCCCCCN1CCC(COC(c2ccccc2)c2ccccc2)CC1
4636,CCCCCCCCN1CCC(COC(c2ccccc2)c2ccccc2)CC1
4637,CC(C)Oc1cccc(-n2c(NNC(=O)c3ccc(Br)cc3)nc3ccccc3c2=O)c1
4638,CCCCCN1CCC(COC(c2ccccc2)c2ccccc2)CC1
4639,COc1ccc(-n2c(NNC(=O)Nc3cccc(C)c3)nc3ccccc3c2=O)cc1OC
4640,Nc1ccc(/N=C(\S)Nc2ccc(N)cc2)cc1
4641,COc1ccc(CCCN2CCC(COC(c3ccccc3)c3ccccc3)CC2)cc1
4642,CCC(C)[C@H](NC(=O)[C@@H]1CCCN1[P@@](=O)(OC)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)OC(C)(C)C)C(=O)NCC(C)C
4643,O=C(Nc1ccccc1)Nc1cccc(O)c1
4644,CCCCN1CCC(COC(c2ccccc2)c2ccccc2)CC1
4645,CN(C(=O)[C@H](Cc1ccc(C(N)NN)cc1)NS(=O)(=O)Cc1ccccc1)C1CCCC1
4646,CCOC(=O)C1=NO[C@]2(C(=O)COC(C)=O)[C@H]1CC1C3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C
4647,Oc1ccccc1/N=C(/S)Nc1ccccc1
4648,Nc1ccc(N/C(S)=N/c2ccccc2)cc1
4649,O=C(Nc1ccccc1)Nc1ccccc1O
4650,Oc1cccc(/N=C(\S)Nc2cccc(O)c2)c1
4651,CCCOC1c2c(ncn2Cc2ccc(OC)cc2)N=CN(C)N1C
4652,CCOC1c2c(ncn2Cc2ccc(OC)cc2)N=CN(C)N1C
4653,CC12N[C@H](CC3CCCCC31)C1CCCCC12
4654,CC12N[C@H](CC3=C1CCCC3)C1CCCCC12
4655,CC(C)Oc1ccccc1C/N=C(\S)c1ccc2cnccc2n1
4656,Br.CNC(=N)CCNC(=O)c1cc(NC(=O)c2cc(NC(=O)c3cc(NC=O)cn3C)cn2C)cn1C
4657,Br.Cn1cc(NC=O)cc1C(=O)Nc1cc(C(=O)Nc2c[nH]c(C(=O)NCCC(=N)N)c2)n(C)c1
4658,O=C(N[C@H]1CCc2cc(O)c(O)c(O)c2-c2ccc(=O)c(O)cc21)c1cc(O)c(O)c(O)c1
4659,C[C@@]1(CCc2ccccc2)CC2C3Cc4ccc(O)c5c4C2(CCN3CC2CCC2)C(O5)C1=O
4660,O=C(O)CC(NC(=O)CNC(=O)CCCCNc1ccccn1)c1ccc(-c2ccccc2)cc1
4661,COc1ccc(CCCN2CCC(COCc3ccc(Cl)c(Cl)c3)CC2)cc1
4662,COC(=O)Nc1nc2cc(C(=O)c3cccs3)ccc2[nH]1
4663,O=C(N[C@H]1CCc2cc(O)c(O)c(O)c2-c2ccc(=O)c(O)cc21)C(F)(F)F
4664,Cl.O=C([C@H]1CCCN1)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1
4665,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NCCNC(=O)CCC(=O)ON4C(=O)CCC4=O)cc3)[nH]c2n(CCC)c1=O
4666,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NCCNC(=O)c4ccc(CBr)cc4)cc3)[nH]c2n(CCC)c1=O
4667,C[C@@]1(CCCCc2ccccc2)CC2C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C(O5)C1=O
4668,COc1ccc(CCCN2CCN(CCC(c3ccccc3)c3ccccc3)CC2)cc1
4669,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1
4670,CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1
4671,Cc1ccnc(NCCCCC(=O)NNC(=O)CC(CC(=O)O)c2cc(Cl)cc(Cl)c2)c1
4672,CC(=O)Nc1cccc(OP(=O)(Oc2cccc(NC(C)=O)c2)C2CCCN2C(=O)C2CCCN2)c1.Cl
4673,COc1ccc(CCCN2CCC(COC(c3ccc(Br)cc3)c3ccc(Br)cc3)CC2)cc1
4674,Cc1ccnc(NCCCCC(=O)NNC(=O)NC(CC(=O)O)c2cc(Cl)cc(Cl)c2)c1
4675,OCC1=NOC(n2cnc3c(Cl)ncnc32)C1
4676,Oc1cccc(N/C(S)=N/c2ccccc2)c1
4677,CN(C)Cc1ccc(CSCCNc2n[s+]([O-])nc2N)s1
4678,Cl.O=C(C1CCCN1)N1CCCC1P(=O)(OCC(F)(F)F)OCC(F)(F)F
4679,C(#Cc1ccccc1)CN1CCC(COC(c2ccccc2)c2ccccc2)CC1
4680,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1cccc(OC)c1)CN2
4681,Nc1ncnc2c1ncn2C1CC(CO)=NO1
4682,COC(=O)CCNC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)NCCC(=O)OC)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl
4683,Cc1cccc(NC(=O)NNc2nc3ccccc3c(=O)n2-c2cccc(N)c2)c1
4684,CCCCCCCCCCN1CCC(COC(c2ccccc2)c2ccccc2)CC1
4685,COc1ccc2c3c1OC1C(=O)[C@](C)(CCCCc4ccccc4)CC4C(C2)N(CC2CCC2)CCC314
4686,CCOC(=O)Nc1cc2c(c(N)n1)N=C(CN(C)c1ccc(C(=O)OC)cc1)CN2
4687,CCOC(=O)CNC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)NCC(=O)OCC)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl
4688,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NCCN=C(S)Nc4ccc(C)cc4)cc3)[nH]c2n(CCC)c1=O
4689,CO[C@@H]1[C@@H](N)[C@@H](OC)[C@@H](O)[C@H]1O
4690,CO[C@@H]1[C@@H](N)[C@@H](O)[C@@H](O)[C@H]1O
4691,N[C@H]1[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1S
4692,COc1ccc2c3c1OC1C(=O)[C@](C)(CCc4ccccc4)CC4C(C2)N(CC2CCC2)CCC314
4693,COc1ccc(CCCN2CCC(COC(c3ccc(Cl)cc3)c3ccc(Cl)cc3)CC2)cc1
4694,Cc1ccnc(NCCCC(=O)NCC(=O)NC(CC(=O)O)c2cccc(OC(F)(F)F)c2)c1
4695,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NCCNC(=O)CCCN4C(=O)C=CC4=O)cc3)[nH]c2n(CCC)c1=O
4696,COP(=O)(Oc1ccccc1-c1ccccc1O)C1CCCN1C(=O)[C@@H]1CCCN1.Cl
4697,COc1ccc(CCCN2CCC(=CCC(c3ccccc3)c3ccccc3)CC2)cc1
4698,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NCCN=C(S)Nc4cccc(N=C=S)c4)cc3)[nH]c2n(CCC)c1=O
4699,CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1
4700,Nc1ccccc1/N=C(/S)Nc1ccccc1
4701,CN1C2(C)c3ccccc3C1(C)C1CCCCC12
4702,CN(C(=O)[C@H](Cc1ccc(C(N)NN)cc1)NS(=O)(=O)c1ccc2cc3ccccc3cc2c1)C1CCCC1
4703,CNC(=O)c1ccccc1
4704,COc1ccc(CCCN2CCC(COC(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1
4705,Cl.O=C(C1CCCN1)N1CCCC1P(=O)(OCC(Cl)(Cl)Cl)OCC(Cl)(Cl)Cl
4706,COc1ccc(Cn2cnc3c2C(OCc2cccc(C)c2)N(C)N(C)C=N3)cc1
4707,COc1ccc2c3c1OC1[C@H](O)[C@](CO)(CCCCc4ccccc4)CC4C(C2)N(CC2CC2)CCC341
4708,CC12N[C@H](Cc3ccccc31)C1=C2CC=CC1
4709,CN(C)Cc1cccc(CSCCNc2n[s+]([O-])nc2N)n1
4710,Cl.O=C([C@@H]1CCCN1)N1CCCC1P1(=O)Oc2ccccc2-c2ccccc2O1
4711,CC(=O)OCCNP(=O)(OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1N=[N+]=[N-])Oc1ccccc1
4712,COc1ccc(OP(=O)(Oc2ccc(OC)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl
4713,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NCCNC(=O)CCSSc4ccccn4)cc3)[nH]c2n(CCC)c1=O
4714,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1
4715,COc1ccc(CCCN2CCC(CO)CC2)cc1
4716,CN(C)Cc1cccc(CSCCNc2n[s+]([O-])nc2N)c1
4717,CS[C@@H]1[C@@H](N)[C@@H](O)[C@@H](O)[C@H]1O
4718,N[C@@H]1C[C@H](O)[C@H](O)[C@@H]1O
4719,CCN[C@H]1C[C@H](CC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
4720,Cc1cc(C(C)C)nc2ccccc12
4721,CCOC(=O)Nc1cc2c(c(N)n1)N=C(CN(C)c1ccc(OC)cc1)CN2
4722,CCOC(=O)Nc1cc2c(c(N)n1)N=C(CN(C)c1ccc(Cl)cc1)CN2
4723,CCCNC(=O)c1ccc(OP(=O)(Oc2ccc(C(=O)NCCC)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl
4724,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccc(C)c(C)c1)CN2
4725,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccc(C)cc1C)CN2
4726,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NCCN=C(S)Nc4c(F)c(F)c(F)c(F)c4F)cc3)[nH]c2n(CCC)c1=O
4727,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NCCNC(=O)CNC(=O)CCCN4C(=O)C=CC4=O)cc3)[nH]c2n(CCC)c1=O
4728,CC(C)CN[C@@H]1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21
4729,CC(C)CN[C@H]1CCS(=O)(=O)c2sc(S(N)(=O)=O)cc21
4730,Cc1cc2c3c(cccc3n1)C(=O)c1cccc(C(=O)NCCN(C)C)c1-2
4731,CN(C)CCNC(=O)c1cccc2cc3ccccc3nc12
4732,COc1ccc(CCCN2CCC(C(O)CC(c3ccccc3)c3ccccc3)CC2)cc1
4733,COc1ccc(CCCN2CCC(CNC(c3ccccc3)c3ccccc3)CC2)cc1
4734,O[C@H]1CC[C@](c2ccccc2)(N2CCCCC2)CC1
4735,c1ccc(C2(N3CCCCC3)CCCCC2)cc1
4736,CC12N[C@H](Cc3ccccc31)C1=CC=CCC12
4737,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccc(OC)cc1)CN2
4738,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccc(N)cc1)CN2
4739,COc1ccc(COC2c3c(ncn3Cc3ccc(OC)cc3)N=CN(C)N2C)cc1
4740,COc1ccc2c3c1OC1[C@H](O)[C@](CO)(CCCc4ccccc4)CC4C(C2)N(CC2CC2)CCC341
4741,CC12N[C@H](Cc3ccccc31)C1=CCCCC12
4742,CN(C)Cc1ccc(CSCCNc2n[s+]([O-])nc2N)o1
4743,COc1ccc(Cn2cnc3c2C(OC(C)C)N(C)N(C)C=N3)cc1
4744,c1ccc(CCCN2CCC(COC(c3ccccc3)c3ccccc3)CC2)cc1
4745,COc1ccc(CCN2CCC(COC(c3ccccc3)c3ccccc3)CC2)cc1
4746,COc1ccc(CCCN2CCC(COCC3CCCCC3)CC2)cc1
4747,COc1ccc(CCCN2CCC(COCc3ccccn3)CC2)cc1
4748,COc1ccc(CCCN2C3CCC2CC(COC(c2ccccc2)c2ccccc2)C3)cc1
4749,COc1ccc(CCC[n+]2ccc(COC(c3ccccc3)c3ccccc3)cc2)cc1.[Br-]
4750,CCOc1ccccc1NC(=O)Nc1ccc2cnccc2n1
4751,CNC=O
4752,CCS[C@@H]1[C@@H](N)[C@@H](O)[C@@H](O)[C@H]1O
4753,O=C(O)CC(NC(=O)CNC(=O)CCCNc1ccccn1)c1cccc([N+](=O)[O-])c1
4754,Cc1ccnc(NCCCCC(=O)NNC(=O)CC(CC(=O)O)c2ccc(-c3ccccc3)cc2)c1
4755,Cl.O=C(C1CCCN1)N1CCCC1P(=O)(Oc1ccc(O)cc1)Oc1ccc(O)cc1
4756,Cl.O=C([C@@H]1CCCN1)N1CCCC1P(=O)(Oc1ccccc1)Oc1ccccc1
4757,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NCCNCCSSC(=O)CCC(=O)ON4C(=O)CCC4=O)cc3)[nH]c2n(CCC)c1=O
4758,CCOC(=O)C1=NO[C@]2(C(=O)COC(C)=O)[C@H]1CC1C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C
4759,CCNC=O
4760,NC=O
4761,CS(=O)(=O)Nc1ccc(OP(=O)(Oc2ccc(NS(C)(=O)=O)cc2)C2CCCN2C(=O)C2CCCN2)cc1.Cl
4762,CCCCn1cc(C(=O)NCCN(C)C)c2nc3c(C)cccc3cc2c1=O
4763,Cc1cccc2cc3c(O)ncc(C(=O)NCCN(C)C)c3nc12
4764,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NCCN=C(S)Nc4ccc(C#N)cc4)cc3)[nH]c2n(CCC)c1=O
4765,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NCCN=C(S)Nc4ccc(OC)cc4)cc3)[nH]c2n(CCC)c1=O
4766,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NCCN=C(S)Nc4ccc(N=C=S)cc4)cc3)[nH]c2n(CCC)c1=O
4767,Cc1ccnc(NCCCCCCC(=O)NC(CC(=O)O)c2cccc([N+](=O)[O-])c2)c1
4768,C/N=c1\c(O)c(O)\c1=N/[C@@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)C(=O)O
4769,c1ccc(C(OCC2CCN(CC3CCc4ccccc4C3)CC2)c2ccccc2)cc1
4770,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccc(Cl)cc1Cl)CN2
4771,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccc(F)cc1)CN2
4772,CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccc(Cl)cc1)CN2
4773,CCCn1c(=O)c2nc(-c3ccc(OCC(=O)NCC=O)cc3)[nH]c2n(CCC)c1=O
4774,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3OC1CC(N)C(O)C(C)O1
4775,CC/N=c1\c(O)c(O)\c1=N/[C@@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)C(=O)O
4776,COc1ccc2c3c1OC1[C@H](O)[C@](CO)(CCc4ccccc4)CC4C(C2)N(CC2CC2)CCC341
4777,COc1ccc(CC2(CN3CCC(COC(c4ccccc4)c4ccccc4)CC3)CCCCC2)cc1
4778,COc1ccc(/C=C/CN2CCC(COC(c3ccccc3)c3ccccc3)CC2)cc1
4779,CN1CCC(COC(c2ccccc2)c2ccccc2)CC1
4780,COc1ccc(CCCN2CCC(CCC(c3ccccc3)c3ccccc3)CC2)cc1
4781,CN1CCC23c4c5ccc(O)c4OC2[C@H]2OC[C@@]2(CCCCCc2ccccc2)CC3C1C5
4782,O=C(Nc1ccc(C[C@H](/N=c2/c(N3CCOCC3)c(O)c2=O)C(=O)O)cc1)c1c(Cl)cncc1Cl
4783,CCCCCCCCCCCCCCCCCCN(C)/N=N/c1ccc(C(=O)O)cc1
4784,CCCCCN(C)/N=N/c1ccc(C(=O)O)cc1
4785,CCN(Cc1ccc(S(=O)(=O)N2CCNCC2)cc1)c1ccc2c3c(cccc13)C(=O)N2
4786,CN[C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
4787,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C
4788,NCC(=O)Nc1ccc(Cl)cc1C(=O)c1ccccc1Cl
4789,CCCCCc1ccc(OP(=O)(NC(C)C(=O)OC)OCC2OC(n3cc(C)c(=O)[nH]c3=O)CC2N=[N+]=[N-])cc1
4790,COC(=O)c1cc(NC(=O)Cn2cc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc32)cn1C
4791,O=C1C2=CCC[C@@]1(O)C#C/C=C\C#C[C@@H]2O
4792,COc1ccc2c3c1OC1[C@@H](O)[C@](C)(CCc4ccccc4)CC4C(C2)N(CC2CCC2)CCC341
4793,CCCCCCCCCCCCN(C)/N=N/c1ccc(C(=O)O)cc1
4794,CN1C(=O)CN=C(c2c(Cl)cccc2Cl)c2cc(Cl)ccc21
4795,O=C1CN=C(c2ccccc2Cl)c2cc(Cl)ccc2N1
4796,COC(=O)C(Cc1ccccc1)NP(=O)(OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1N=[N+]=[N-])Oc1ccccc1
4797,CN1CCC23c4c5ccc(O)c4OC2[C@H](O)[C@](CO)(CCCc2ccccc2)CC3C1C5
4798,CCCc1ccc(OP(=O)(NC(C)C(=O)OC)OCC2OC(n3cc(C)c(=O)[nH]c3=O)CC2N=[N+]=[N-])cc1
4799,CN(C)CCNC(=O)c1cccc2ccc(-c3ccccc3)nc12
4800,CN(C)CCNC(=O)c1ccc(-c2ccccc2)c2cccnc12
4801,CC(C)C/N=c1\c(O)c(O)\c1=N/[C@@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)C(=O)O
4802,CCCCN(CCCC)c1c(N[C@@H](Cc2ccc(NC(=O)c3c(Cl)cncc3Cl)cc2)C(=O)O)c(=O)c1=O
4803,COC(=O)C[C@@H](c1ccc(OC)nc1)N(C)C(=O)CCCCc1nc2c(cc1C#N)CCCN2
4804,Cc1ccnc2ccccc12
4805,O=C(Nc1ccc(C[C@H](/N=c2\c(O)c(O)\c2=N/C2CC2)C(=O)O)cc1)c1c(Cl)cncc1Cl
4806,Cc1cc(C2CCCC2)nc2c(C3CCCC3)cccc12
4807,C[C@H]1C[C@H](N)c2cc(S(N)(=O)=O)sc2S1(=O)=O
4808,CCC[C@@H]1C[C@H](NCC)c2cc(S(N)(=O)=O)sc2S1(=O)=O
4809,CC(C)/N=c1\c(O)c(O)\c1=N/[C@@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)C(=O)O
4810,C#CCN(C)/N=N/c1ccc(C(=O)O)cc1
4811,COC(=O)C[C@@H](c1ccc(OC)nc1)N(C)C(=O)CCCCc1ccc2c(n1)NCCC2
4812,Nc1ncnc2c1ncn2C1CC(O)C(O)C(COP(=O)(O)O)O1
4813,COC(=O)CNP(=O)(OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1N=[N+]=[N-])Oc1ccccc1
4814,Cc1ccnc(NCCCC(=O)NCC(=O)NC(CC(=O)O)c2ccc(-c3cccc4ccccc34)cc2)c1
4815,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](C)(C(C)=O)C[C@]3(C)OC1CC(NC(=O)OCCS(=O)(=O)c2ccccc2)C(O)C(C)O1
4816,COC(=O)C(NP(=O)(OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1N=[N+]=[N-])Oc1ccccc1)C(C)C
4817,COC(=O)C[C@@H](c1ccc(OC)nc1)N(C)C(=O)CCCCc1nc2c(cc1[N+](=O)[O-])CCCN2
4818,CN(C)/N=N/c1[nH]cnc1C(N)=O
4819,CCCCCCCCN(C)/N=N/c1ccc(C(=O)O)cc1
4820,COc1ccc2c3c1OC1[C@@H](O)[C@](C)(CCCCc4ccccc4)CC4C(C2)N(CC2CC2)CCC341
4821,CCN[C@@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
4822,COC(=O)C[C@@H](c1ccc(OC)nc1)N(C)C(=O)CCCCc1nc2c(cc1Br)CCCN2
4823,CCCCCCc1cc(C)c2cccc(CCCCCC)c2n1
4824,CCCCCc1cc(C)c2cccc(CCCCC)c2n1
4825,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C
4826,CCCc1cc(C)c2cccc(CCC)c2n1
4827,CN(C)CCNC(=O)c1cccc2cc(-c3ccccc3)cnc12
4828,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C
4829,COc1ccc(CCCN2CCC(COCc3ccc(Cl)cc3)CC2)cc1
4830,CCCCc1cc(C)c2cccc(CCCC)c2n1
4831,CCC/N=c1\c(O)c(O)\c1=N/[C@@H](Cc1ccc(OCc2c(Cl)cccc2Cl)cc1)C(=O)O
4832,CC(C)N(C)/N=N/c1ccc(C(=O)O)cc1
4833,COC(=O)C(C)NP(=O)(OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1N=[N+]=[N-])Oc1ccc(C)cc1
4834,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C
4835,OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O
4836,COc1ccc(CCCN2CCC(COCc3ccccc3)CC2)cc1
4837,COC(=O)CCNP(=O)(OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1N=[N+]=[N-])Oc1ccccc1
4838,CCCC/N=c1\c(O)c(O)\c1=N/[C@@H](Cc1ccc(NC(=O)c2c(Cl)cncc2Cl)cc1)C(=O)O
4839,O=C(Nc1ccc(C[C@H](/N=c2\c(O)c(O)\c2=N/CCCC(F)(F)F)C(=O)O)cc1)c1c(Cl)cncc1Cl
4840,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O
4841,Cc1cc(C2CCCCC2)nc2ccccc12
4842,Cc1cccc2cc3c(NCCN(C)C)ncc(C(=O)NCCN(C)C)c3nc12
4843,COc1ccc(-n2cc(C(=O)NCCN(C)C)c3nc4c(C)cccc4cc3c2=O)cc1OC
4844,CNC1=Nc2ccc(N(C)Cc3ccc(S(=O)(=O)N4CCOCC4)cc3)c3c(C)ccc1c23
4845,CCCC[C@]1(CO)CC2C3Cc4ccc(OC)c5c4C2(CCN3C)C(O5)[C@@H]1O
4846,COc1ccc2c3c1OC1C(=O)[C@](C)(CCCCc4ccccc4)CC4C(C2)N(CC2CC2)CCC314
4847,Cc1cc(C23CC4CC(CC(C4)C2)C3)nc2ccccc12
4848,CC(=O)N[C@@H](Cc1ccccc1)C(O)[C@H](Cc1ccccc1)NC(C)=O
