,0
3100,Cc1c(C(=O)NCCC(=O)O)s/c(=N\C(=O)c2ccc(C(=N)N)cc2)n1Cc1ccccc1
3101,O=c1cc(-c2ccccc2)oc2cc(O)c(O)c(O)c12
3102,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
3103,NC1=NN(c2cccc(C(F)(F)F)c2)CC1
3104,CC(C)(C)c1ccc(S(=O)(=O)N2Cc3ccccc3N(Cc3ncc[nH]3)C(CCc3ccccc3)C2)cc1
3105,COc1cc2c[n+](C)c3c(c2cc1OC)Cc1cc2c(cc1-3)OCO2.[Cl-]
3106,CCCc1cc(OC)c(CC(C)N)cc1OC
3107,CCOc1ccc2[nH]c3c(S)nncc3c2c1
3108,Cc1[nH]cnc1CN1c2ccccc2CN(S(=O)(=O)c2ccc(F)cc2)CC1CCc1ccccc1
3109,COc1cc2c[n+](C)c3c(c2cc1OC)Cc1c-3ccc(O)c1OC.[Cl-]
3110,Cc1c(S(=O)(=O)N[C@H]2CCN(Cc3cc4c[nH]ccc-4n3)C2=O)sc2ccc(Cl)cc12
3111,O=C1[C@@H](NS(=O)(=O)c2nc3cc(Cl)ccc3[nH]2)CCN1Cc1cc2cc[nH]cc-2n1
3112,CCOc1ccc2[nH]c3c(NN)nncc3c2c1
3113,N#Cc1ccc(S(=O)(=O)N2Cc3ccccc3N(Cc3c[nH]cn3)C(CCc3ccccc3)C2)c(Cl)c1
3114,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1
3115,NNc1[nH]ncc2c3cc(OCc4ccccc4)ccc3nc1-2.O=S(=O)(O)O
3116,O=C1[C@@H](NS(=O)(=O)c2cc3ncccc3s2)CCN1Cc1cc2c[nH]ccc-2n1
3117,O=C(O)COc1ccc(CCNS(=O)(=O)c2ccccc2)cc1
3118,CON(C)C(=O)/C=C1/C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12.[Na+]
3119,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)/C(=C/C=O)[C@H]2SC1.[Na+]
3120,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(=C=CC(C)(C)C)[C@H]2S(=O)(=O)C1.[Na+]
3121,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)/C(=C/C(=O)OC(C)(C)C)[C@H]2SC1.[Na+]
3122,O=C1[C@@H](NS(=O)(=O)c2cc3ccnc(Cl)c3s2)CCN1Cc1cc2c[nH]ccc-2n1
3123,Cn1c2c(s/c1=N\C(=O)c1ccc(C(=N)N)cc1)C(=O)N(CCC(=O)O)C2
3124,O=C1[C@@H](NS(=O)(=O)c2nc3cc(Cl)ccc3[nH]2)CCN1Cc1cc2c[nH]ccc-2n1
3125,CC(=O)/C=C1/C(=O)N2C(C(=O)[O-])=C(COC(C)=O)CS[C@H]12.[Na+]
3126,Cc1c(CCC(=O)O)s/c(=N\C(=O)c2ccc(C(=N)N)cc2)n1C
3127,CCc1cc(OC)c(CC(C)N)cc1OC
3128,COc1cc(CC(C)N)c(OC)cc1F
3129,CCOc1cc(OC)c(CC(C)N)cc1OC
3130,N=C(N)c1ccc(C(=O)Nc2cccc(CCC(=O)O)c2)cc1
3131,C=C1CC2(CCCc3ccccc32)OC1=O
3132,C=C1CC(c2ccccc2)(c2ccccc2)OC1=O
3133,O=C1[C@@H](NS(=O)(=O)c2ccc(-c3ccncc3)s2)CCN1Cc1cc2c[nH]ccc-2n1
3134,O=C1[C@@H](NS(=O)(=O)c2ccc(-c3ccncc3)s2)CCN1Cc1cc2cc[nH]cc-2n1
3135,Cc1nc(N(C)C(=O)c2ccc(C(=N)N)cc2)sc1CCC(=O)O
3136,Cc1nc(CN2c3ccccc3CN(S(=O)(=O)c3ccc(F)cc3)CC2CCc2ccccc2)c[nH]1
3137,COc1ccc(OC)c(CC(C)N)c1
3138,CC(C)(C)c1ccc(S(=O)(=O)N[C@H]2CCN(Cc3cc4c[nH]ccc-4n3)C2=O)cc1
3139,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)C(=C(Br)Br)[C@H]2S(=O)(=O)C1.[Na+]
3140,C=C1CC(C)(c2ccccc2)OC1=O
3141,C=C1CC(C)(CC(C)(C)C)OC1=O
3142,COc1ccc2[nH]c3c(NN=C(C)C)nncc3c2c1
3143,O=C1[C@@H](NS(=O)(=O)c2ccc(-c3ccc(Cl)s3)s2)CCN1Cc1cc2cc[nH]cc-2n1
3144,Cn1c2ccccc2c(=O)n1Cc1ccccc1
3145,O=C1[C@@H](NS(=O)(=O)c2ccc(-c3ccon3)s2)CCN1Cc1cc2c[nH]ccc-2n1
3146,Cc1c(S(=O)(=O)N[C@H]2CCN(Cc3cc4cc[nH]cc-4n3)C2=O)sc2ccc(Cl)cc12
3147,NNc1[nH]ncc2c3cc(OCc4ccccc4)ccc3nc1-2
3148,COc1ccc2[nH]c3c(NN)nncc3c2c1
3149,CC1=C/C(=C\Cl)C(=O)C(C)(O)C12CC2
3150,c1ccc(COc2[nH]nc3ccccc23)cc1
3151,Cn1c(=O)c2ccccc2n1Cc1ccccc1
3152,COc1c2c(cc(O)c1-c1cc3ccccc3o1)OCO2
3153,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O
3154,COc1ccc2[nH]c3c(O)nncc3c2c1
3155,CC(C)(C)c1ccc(S(=O)(=O)N[C@H]2CCN(Cc3cc4cc[nH]cc-4n3)C2=O)cc1
3156,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)/C(=C/c3ccccn3)[C@H]2S(=O)(=O)C1.[Na+]
3157,O=S(=O)(c1ccc(F)cc1)N1Cc2ccccc2N(Cc2c[nH]cn2)C(CCc2ccccc2)C1
3158,CCn1c(C)c(C(=O)NCCC(=O)O)s/c1=N\C(=O)c1ccc(C(=N)N)cc1
3159,COc1c2c(cc(O)c1-c1ccccc1)OCO2
3160,COc1ccc(-c2c(O)cc3c(c2OC)OCO3)cc1
3161,COc1ccc2c(c1)cc1c(NN)nncn12
3162,COc1cc2cc(-c3ccc(OC(C)C)c(OC)c3)[n+](C)cc2cc1OC.[Cl-]
3163,N#Cc1ccc(S(=O)(=O)N2Cc3ccccc3N(Cc3c[nH]cn3)C(CCc3ccccc3)C2)cc1
3164,O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21.[Na+]
3165,CCCCn1c(C)c(C(=O)NCCC(=O)O)s/c1=N\C(=O)c1ccc(C(=N)N)cc1
3166,CCC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12
3167,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](Oc4cccc(O)c4)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
3168,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](Oc4ccc(N(C)C)cc4)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
3169,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](Oc4ccc(OC)cc4)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
3170,O=C1[C@@H](NS(=O)(=O)c2ccc(-c3ccc(Cl)s3)s2)CCN1Cc1cc2c[nH]ccc-2n1
3171,O=C1[C@@H](NS(=O)(=O)c2cc3cccnc3s2)CCN1Cc1cc2c[nH]ccc-2n1
3172,CC(=O)NC1C(O)OC(C(COC(C)=O)OC(C)=O)C1OC(C)C(=O)N[C@@H](C)C(=O)NC(CCC(=O)O)C(N)=O
3173,COc1cc2cc(-c3ccc4c(c3)OCO4)[n+](C)cc2cc1OC.[Cl-]
3174,COc1nn(Cc2ccccc2)c2ccccc12
3175,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)/C(=C/C(C)(C)C)[C@H]2S(=O)(=O)C1.[Na+]
3176,O=C1[C@@H](NS(=O)(=O)c2ccc(-c3ccccn3)s2)CCN1Cc1cc2c[nH]ccc-2n1
3177,c1ccc2cc(CNCc3cccc4ccccc34)ccc2c1
3178,Oc1ccc2[nH]c3c(O)nncc3c2c1
3179,N.N.O=C(CBr)c1cn(C2CC(O)C(OP(=O)(O)O)O2)c(=O)[nH]c1=O
3180,O=C1[C@@H](NS(=O)(=O)c2cc3cccnc3s2)CCN1Cc1cc2cc[nH]cc-2n1
3181,O=S(=O)(c1cc(Cl)ccc1Cl)N1Cc2ccccc2N(Cc2c[nH]cn2)C(CCc2ccccc2)C1
3182,COc1cc(CC(C)N)c(OC)cc1C#N
3183,O=S(=O)(c1cccc2ccccc12)N1Cc2ccccc2N(Cc2c[nH]cn2)C(CCc2ccccc2)C1
3184,COS(C)(=O)=S
3185,O=C1C=CC(=O)C=C1
3186,CC(C)(C)c1ccc(CN2Cc3ccccc3N(Cc3c[nH]cn3)C(CCc3ccccc3)C2)cc1
3187,CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(=O)CCC12
3188,Cn1[nH]c(=O)c2ccccc21
3189,COc1cc(C(C)C)c(OC)cc1CC(C)N
3190,COc1cc(CC(C)N)c(OC)cc1N
3191,NNc1[nH]ncc2c3cc(O)ccc3nc1-2
3192,O=C1[C@@H](NS(=O)(=O)c2ccc(-c3ccon3)s2)CCN1Cc1cc2cc[nH]cc-2n1
3193,O=C1[C@@H](NS(=O)(=O)c2ccc(-c3ccccn3)s2)CCN1Cc1cc2cc[nH]cc-2n1
3194,COc1cc2nc(N3CCN(c4nccc(N(C)C)n4)CC3)cc(N)c2cc1OC
3195,CCCCCC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12
3196,O=C1C=CC(=O)C(c2ccccc2)=C1
3197,CCC(=O)c1cc(OC)c(CC(C)N)cc1OC
3198,COc1c2c(cc(O)c1-c1ccc(C)cc1)OCO2
3199,CC12CCCCC1(Cl)[N+]([O-])=[N+]2[O-]
3200,CC1(C)[N+]([O-])=[N+]([O-])C1(C)Br
3201,CCCCCCCCCCCCCCCCCC(=O)OCC(OC(C)=O)C1OC(O)C(NC(C)=O)C1OC(C)C(=O)N[C@@H](C)C(=O)NC(CCC(=O)O)C(N)=O
3202,CC(Cc1ccc(O)c(O)c1)C(C)Cc1ccc(O)c(O)c1
3203,COc1cc2c(cc1OC)[C@H]1C(=O)c3cc(OS(C)(=O)=O)c(OC)cc3[C@H]1N(C)C2=O
3204,O=S(=O)(c1ccc(O)cc1)N1Cc2ccccc2N(Cc2c[nH]cn2)C(CCc2ccccc2)C1
3205,c1ccc2c(CCNCc3c[nH]c4ccccc34)c[nH]c2c1
3206,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@H]2N1CCN(CCCSc2ccccc2)CC1
3207,CCN(CC)c1cc(N)c2cc(OC)c(OC)cc2n1
3208,C=C1CC2(OC1=O)C1CC3CC(C1)CC2C3
3209,C=C1CC2(OC1=O)C1CCC(C1)C2(C)C
3210,O=S(=O)(c1cccc2cccnc12)N1Cc2ccccc2N(Cc2c[nH]cn2)C(CCc2ccccc2)C1
3211,O=C(C[C@@H](Cc1ccc(-c2ccc3c(c2)OCO3)cc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O)NO
3212,CCN1C(C(=O)N[C@H](C=O)Cc2ccccc2)Cc2cc(Cl)ccc2S1(=O)=O
3213,COc1cc2nc(N3CCNCC3)cc(N)c2cc1OC
3214,Oc1cccc(C2CCCN(CCc3ccccc3)C2)c1
3215,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2
3216,COc1ccc2[nH]c3c(cnn4nnnc34)c2c1
3217,C=C1C2=C(CC(C)(C)C2=O)C(=O)C(C)(O)C12CC2
3218,O=C(O)Cn1c(=O)c2ccccc2c(=O)c2ccccc21
3219,O=C(O)CN(C(=O)c1cccc2ccccc12)c1ccccc1
3220,O=C(O)CN(C(=O)c1ccccc1)c1ccc2ccccc2c1
3221,O=C1[C@@H](NS(=O)(=O)c2cc3nc(Cl)ccc3s2)CCN1Cc1cc2c[nH]ccc-2n1
3222,O=C1[C@@H](NS(=O)(=O)c2cc3ccc(Cl)cc3s2)CCN1Cc1cc2c[nH]ccc-2n1
3223,CC1=C/C(=C\C#CCCO)C(=O)C(C)(O)C12CC2
3224,CC1=C/C(=C\c2cccs2)C(=O)C(C)(O)C12CC2
3225,Cc1nc(NC(=O)c2ccc(C(=N)N)cc2)sc1CCC(=O)O
3226,O=C1[C@@H](NS(=O)(=O)c2ccc(-c3ccc(Cl)s3)s2)CCN1CCNc1ccncc1
3227,O=C1[C@@H](NS(=O)(=O)c2nc3cc(Cl)ccc3[nH]2)CCN1CCNc1ccncc1
3228,C=C1CC(C(C)C)(C(C)C)OC1=O
3229,C=C1CC(CC)(CC)OC1=O
3230,C=C1CC(C)(CC)OC1=O
3231,C=C1CC(CC)OC1=O
3232,Nc1ncnc2c1ncn2C1CC(O)C(O)C1O
3233,CCCCCC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12
3234,CCCCC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12
3235,CN1CCCC(c2cccc(O)c2)C1
3236,CC(C)N1CCCC(c2cccc(O)c2)C1
3237,C=C1CC2(CC3CCC2C3)OC1=O
3238,C=C1C(=O)OC(c2ccccc2)(c2ccccc2)C1C(=O)OCC
3239,CCCCN1CCCC(c2cccc(O)c2)C1
3240,CCN1CCCC(c2cccc(O)c2)C1
3241,Oc1cccc([C@H]2CCCNC2)c1
3242,O=C1[C@@H](NS(=O)(=O)c2ccc(-c3ccccn3)s2)CCN1Cc1cc2[nH]cccc-2n1
3243,O=C1[C@@H](NS(=O)(=O)c2nc3cc(Cl)ccc3[nH]2)CCN1Cc1cc2[nH]cccc-2n1
3244,CC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12
3245,COc1ccc2[nH]c3c(cnn4c(C)nnc34)c2c1
3246,COc1ccc2[nH]c3c(cnn4cnnc34)c2c1
3247,NC(=O)CI
3248,O=S(=O)(c1cccc2nonc12)N1Cc2ccccc2N(Cc2c[nH]cn2)C(CCc2ccccc2)C1
3249,COc1cc2nc(N3CCN(C(=O)Nc4ccccc4)CC3)cc(N)c2cc1OC
3250,C=CCNC(=O)N1CCN(c2cc(N)c3cc(OC)c(OC)cc3n2)CC1
3251,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](Oc4ccc(SC)cc4)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
3252,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](Oc4ccc(C)cc4)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
3253,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](Oc4ccccc4)[C@H](O)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
3254,COc1ccc2[nH]c3c(N/N=C\c4ccccc4)nncc3c2c1
3255,C=C/C=C1\C=C(C)C2(CC2)C(C)(O)C1=O
3256,C/C=C1\C=C(C)C2(CC2)C(C)(O)C1=O
3257,O=S(=O)(c1cccs1)N1Cc2ccccc2N(Cc2c[nH]cn2)C(CCc2ccccc2)C1
3258,NCCCNCc1ccc2ccccc2c1
3259,CC(C)(C)c1ccc(S(=O)(=O)N2Cc3ccccc3N(Cc3c[nH]cn3)C(CCc3ccccc3)C2)cc1
3260,COc1cc2nc(N3CCN(c4ccccc4)CC3)cc(N)c2cc1OC
3261,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3
3262,c1ccc2c(CNCc3c[nH]c4ccccc34)cccc2c1
3263,C/C=C1/C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C
3264,C=C1C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(=O)O)[C@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](/C=C/C(C)=C/[C@H](C)[C@H](Cc2ccccc2)OC)[C@H](C)C(=O)N[C@@H](C(=O)O)CCC(=O)N1C
3265,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
3266,O=C1[C@@H](NS(=O)(=O)c2ccc(-c3ccncc3)s2)CCN1Cc1cc2[nH]cccc-2n1
3267,O=S(=O)(N1Cc2ccccc2N(Cc2c[nH]cn2)C(CCc2ccccc2)C1)C(F)(F)F
3268,CCCC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12
3269,NCCCCNC(=O)[C@H](CCCCNCc1c[nH]c2ccccc12)NCc1ccc2ccccc2c1
3270,CCCCC(=O)OCC(=O)[C@@]1(O)Cc2c(O)c3c(c(O)c2[C@H](O[C@H]2C[C@H](NCc4ccccc4)[C@@H](O)[C@@H](C)C2)C1)C(=O)c1c(OC)cccc1C3=O
3271,Cc1c(S(=O)(=O)N[C@H]2CCN(Cc3cc4[nH]cccc-4n3)C2=O)sc2ccc(Cl)cc12
3272,C[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12
3273,O=C1[C@@H](NS(=O)(=O)c2ccc(-c3ccon3)s2)CCN1CCNc1ccncc1
3274,Cc1c(S(=O)(=O)N[C@H]2CCN(CCNc3ccncc3)C2=O)sc2cc(Cl)ccc12
3275,CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCCNS(=O)(=O)c2ccc(Cl)c(Cl)c2)Cc2cc3c(cc2S1(=O)=O)OCCO3
3276,CC1=C/C(=C\C(C)C)C(=O)C(C)(O)C12CC2
3277,CCC[C@@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12
3278,O=C1[C@@H](NS(=O)(=O)c2cc3ccc(Cl)cc3s2)CCN1CCNc1ccncc1
3279,CCCCCCC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12
3280,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](Oc4ccccc4)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
3281,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](O)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
3282,O=C1[C@@H](NS(=O)(=O)c2cc3c(Cl)nccc3s2)CCN1Cc1cc2[nH]cccc-2n1
3283,O=C1[C@@H](NS(=O)(=O)c2cc3ccc(Cl)nc3s2)CCN1Cc1cc2[nH]cccc-2n1
3284,CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCCCNS(=O)(=O)c2ccc([N+](=O)[O-])cc2)Cc2cc3c(cc2S1(=O)=O)OCCO3
3285,Oc1cccc([C@@H]2CCCNC2)c1
3286,O=C1[C@@H](NS(=O)(=O)c2cc3nc(Cl)ccc3s2)CCN1CCNc1ccncc1
3287,O=C1[C@@H](NS(=O)(=O)c2ccc(-c3ccc(Cl)s3)s2)CCN1Cc1cc2[nH]cccc-2n1
3288,COc1cc2nc(N3CCN(Cc4ccccc4)CC3)cc(N)c2cc1OC
3289,COc1cc2nc(N3CCN(C(=O)c4ccccc4)CC3)cc(N)c2cc1OC
3290,CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](Oc4ccc(O)cc4)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC
3291,CCN1C(=O)C=CC1=O
3292,CC(NCCCc1ccccc1)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
3293,CC(C)[C@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)O
3294,CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCCNS(=O)(=O)c2ccc([N+](=O)[O-])cc2)Cc2cc3c(cc2S1(=O)=O)OCCO3
3295,NCCCNC(=O)[C@H](CNCc1c[nH]c2ccccc12)NCc1ccc2ccccc2c1
3296,C=C1C(=O)OC2CC3(C)CCCC4(CO4)C3CC12
3297,O=C1[C@@H](NS(=O)(=O)c2cc3cccnc3s2)CCN1Cc1cc2[nH]cccc-2n1
3298,O=S(=O)(Cc1ccccc1)N1Cc2ccccc2N(Cc2c[nH]cn2)C(CCc2ccccc2)C1
3299,CC(C)(C)c1ccc(S(=O)(=O)N[C@H]2CCN(Cc3cc4[nH]cccc-4n3)C2=O)cc1
3300,O=C1[C@@H](NS(=O)(=O)c2ccc(-c3ccon3)s2)CCN1Cc1cc2[nH]cccc-2n1
3301,CC(NCCc1ccc(Cl)cc1)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
3302,CC(NC(=O)CCc1ccccc1)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
3303,CCCNC(=O)N1CCN(c2cc(N)c3cc(OC)c(OC)cc3n2)CC1
3304,NCCNC(=O)[C@H](CNCc1ccc2ccccc2c1)NCc1ccc2ccccc2c1
3305,CCCCC[C@H]1CC2C(CCC3(C)C(=O)CCC23)C2(C)C=CC(=O)C=C12
3306,COc1cccc(-c2ccc(C[C@H](CC(=O)NO)C(=O)N[C@H]3c4ccccc4C[C@H]3O)cc2)c1
3307,O=C(O)CNC(=O)c1ccccc1Cl
3308,CC1=C/C(=C\c2ccccc2)C(=O)C(C)(O)C12CC2
3309,Oc1[nH]ncc2c3cc(OCc4ccccc4)ccc3nc1-2
3310,COc1cc2nc(N(C)C)cc(N)c2cc1OC
3311,N[C@H](CCC(=O)O)C(=O)N(Cc1ccc2ccccc2c1)Cc1cccc2ccccc12
3312,O=C1[C@@H](NS(=O)(=O)c2cc3ccc(Cl)nc3s2)CCN1CCNc1ccncc1
3313,N.N.O=c1[nH]c(=O)n(C2CC(O)C(OP(=O)(O)O)O2)cc1F
3314,CC(=O)N(CC(=O)O)c1cccc(C)c1
3315,CC(=O)N(CC(=O)O)c1ccccc1C
3316,CC(C)[C@@H]1OC(=O)[C@@H](C)N(O)C(=O)[C@@H]2CCCNN2C(=O)CNC(=O)[C@H](C)N(O)C(=O)[C@H]2CCCNN2C(=O)[C@H]1NC(=O)[C@@](C)(O)CCCc1ccccc1
3317,CC(C)[C@@H]1OC(=O)[C@@H](C)N(O)C(=O)[C@@H]2CCCNN2C(=O)CNC(=O)[C@H](C)N(O)C(=O)[C@H]2CCCNN2C(=O)[C@H]1NC(=O)[C@](C)(O)CCCc1ccccc1
3318,C=C1C(=O)OC2CC3(C)CCCC(C)C3=CC12
3319,CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCc2ccncc2)Cc2cc3c(cc2S1(=O)=O)OCCO3
3320,CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCc2ccccn2)Cc2cc3c(cc2S1(=O)=O)OCCO3
3321,CCN1C(C(=O)N[C@@H](Cc2ccccc2)C(=O)C(=O)NCCCN2CCOCC2)Cc2cc3c(cc2S1(=O)=O)OCCO3
3322,O=C1[C@@H](NS(=O)(=O)c2cc3c(Cl)nccc3s2)CCN1Cc1cc2c[nH]ccc-2n1
3323,O=C1[C@@H](NS(=O)(=O)c2cc3ccc(Cl)nc3s2)CCN1Cc1cc2c[nH]ccc-2n1
3324,O=C1[C@@H](NS(=O)(=O)c2cc3c(Cl)nccc3s2)CCN1CCNc1ccncc1
3325,O=C1[C@@H](NS(=O)(=O)c2cc3ncccc3s2)CCN1Cc1cc2[nH]cccc-2n1
3326,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)cc(N)c2cc1OC
3327,C=C1CC2(CC3CC4(CC(=C)C(=O)O4)CC3C2)OC1=O
3328,C=C1CC2(CCC3(CC2)CC(=C)C(=O)O3)OC1=O
3329,C=C1C(=O)OC2C3CCC(C3)C12
3330,O=C1[C@@H](NS(=O)(=O)c2cc3ccnc(Cl)c3s2)CCN1Cc1cc2[nH]cccc-2n1
3331,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)cc(N)c2cc1OC
3332,O=C1[C@@H](NS(=O)(=O)c2cc3ccc(Cl)cc3s2)CCN1Cc1cc2cc[nH]cc-2n1
3333,CC(NC(=O)Cc1ccccc1)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C
3334,CC1=NN(CCOc2ccc3ccccc3c2)C(=O)C1
3335,COc1cc2nc(N3CCN(C(C)=O)CC3)cc(N)c2cc1OC
3336,O=C(O)CCCCCNC(=O)N(Cc1ccc2ccccc2c1)Cc1cccc2ccccc12
3337,COc1cccc2c1C(CCCN1CCN(c3cccc(Cl)c3)CC1)=CCC2
3338,COc1cccc2c1C(CCCN1CCN(c3cccc(C(F)(F)F)c3)CC1)=CCC2
3339,C(#CCN1CCCC1)COC1=NOCC1
3340,CN(C)CC#CCN1OCCC1=O
3341,O=C1CCON1CC#CCN1CCCC1
3342,O=C(O)CNC(=O)c1cccc([N+](=O)[O-])c1
3343,COc1ccc(C(=O)NC(C)C(=O)O)cc1
3344,O=C1[C@@H](NS(=O)(=O)c2cc3cccnc3s2)CCN1CCNc1ccncc1
3345,O=C1[C@@H](NS(=O)(=O)c2cc3ncccc3s2)CCN1CCNc1ccncc1
3346,CC(=O)N(c1ccccc1)C(C)C(=O)O
3347,CCCCC(C)(C)C(O)c1cccc(OCc2cccc(C(=O)OC)c2)c1
3348,CCCCCC(OC1CCCCO1)c1cccc(OCc2cccc(C(=O)OC)c2)c1
3349,C=C1CC2(CCCC3CCCCC32)OC1=O
3350,C=C1CC2(OC1=O)C(C)CCCC2C
3351,O=C(NCCNS(=O)(=O)c1ccccc1)C(=O)[C@H](Cc1ccccc1)NC(=O)C1Cc2cc3c(cc2S(=O)(=O)N1)OCCO3
3352,O=C(O)CNC(=O)c1ccccc1
3353,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1
3354,N=C(N)c1ccc(CCCCCCCc2ccc(C(=N)N)cc2)cc1
3355,CC(=O)N(c1ccc(Cl)cc1)C(C)C(=O)O
3356,COc1ccc(N(C(C)=O)C(C)C(=O)O)cc1
3357,CC(C)(C)c1cc(/C=C/c2ccc(Cl)c(Cl)c2)cc(C(C)(C)C)c1O
